word,polarity,sentiment
ㄱㅅ,1,pos
ㄱㅇㄷ,1,pos
가격이 싸다,1,pos
가까스로,0,neu
가까이 사귀어,1,pos
가까이하다,1,pos
가꾸러뜨리다,-1,neg
가꾸러트리다,-1,neg
가난,-2,neg
가난뱅이,-2,neg
가난살이,-2,neg
가난살이하다,-2,neg
가난설음,-2,neg
가난에,-2,neg
가난에 쪼들려서,-2,neg
가난하게,-2,neg
가난하고,-2,neg
가난하고 어렵다,-2,neg
가난하고 천한,-2,neg
가난하다,-2,neg
가난하여,-2,neg
가난한,-2,neg
가난한 데다가,-2,neg
가난한 사람을,-2,neg
가난히,-2,neg
가년스럽다,-2,neg
가념하다,-1,neg
가녕스럽다,-2,neg
가누기 어려워하다,-1,neg
가누지 못하고,-2,neg
가누지 못하다,-2,neg
가누지 못할,-2,neg
가누지 못할 정도로,-2,neg
가누지 못함,-2,neg
가눌 수 없게,-2,neg
가눌 수 없을,-2,neg
가눌 수 없이,-2,neg
가능성이 늘어나다,2,pos
가능성이 있다고,2,pos
가능하다,2,pos
가닐가닐하다,-1,neg
가다듬어,1,pos
가다듬어 수습하는,1,pos
가다듬어 수습하다,1,pos
가다듬어 정하다,1,pos
가당찮다,-2,neg
가당찮이,-2,neg
가당히,1,pos
가두거나,-1,neg
가두거나 해치거나,-2,neg
가드올려,-1,neg
가뜬하게,1,pos
가라앉다,0,neu
가라앉지 않은,0,neu
가라앉혀 바로잡다,1,pos
가래,-1,neg
가래 따위가,-1,neg
가래가,-1,neg
가래가 섞인,-1,neg
가량맞고,-1,neg
가량맞고 야살스러운,-1,neg
가량맞고 야살스러움,-1,neg
가려서 좋아하다,-1,neg
가려운,-1,neg
가려운 느낌이,-1,neg
가려운 증상을,-1,neg
가련하게,-1,neg
가련하게 여기다,-1,neg
가련하게 여김,-1,neg
가련한,-1,neg
가련한 듯하다,-1,neg
가렵고,-1,neg
가로막아서,-1,neg
가로채서,-1,neg
가로채어,-1,neg
가르치며,1,pos
가르침,1,pos
가르침을 받아,0,neu
가리지 못하다,-1,neg
가리지 않고,0,neu
가마득하다,-1,neg
가만있지 못하고,-1,neg
가망 없는,-1,neg
가망이 없게,-2,neg
가벼운 마음으로,1,pos
가벼운 말이나,-1,neg
가벼운 상처,-1,neg
가벼운 슬픔,-1,neg
가벼운 행동으로,-1,neg
가볍게,-1,neg
가볍게 까부는,-1,neg
가볍게 까불다,-1,neg
가볍게 쑤시듯,-1,neg
가볍게 웃다,1,pos
가볍게 채신없이,-1,neg
가볍게 행동하거나,-1,neg
가볍게 행동하는,-1,neg
가볍게 행동하다,-1,neg
가볍고,1,pos
가볍고 보드랍게,1,pos
가볍고 상쾌하다,2,pos
가볍고 상쾌한,2,pos
가볍고 시원하게,2,pos
가볍고 편안하게,2,pos
가볍고 환하게,2,pos
가분가분,1,pos
가분히,1,pos
가뿐가뿐,1,pos
가뿐가뿐하다,1,pos
가뿐가뿐히,1,pos
가뿐하게,1,pos
가뿐하다,1,pos
가뿐한,1,pos
가뿐한 느낌,1,pos
가뿐한 느낌이,1,pos
가뿐히,1,pos
가쁘게,-1,neg
가쁘게 쉬다,-1,neg
가쁘고,-1,neg
가쁘고 거칠게,-1,neg
가쁘고 급하게,-1,neg
가쁜,-1,neg
가쁜 증상,-1,neg
가살스럽다,-1,neg
가소롭게,-1,neg
가소롭다,-1,neg
가스 중독이나,-1,neg
가슴 아파하다,-2,neg
가슴 아파함,-2,neg
가슴 아프게,-2,neg
가슴 아프고,-2,neg
가슴 아프다,-2,neg
가슴속에 근심이나,-2,neg
가슴앓이,-2,neg
가슴앓이하다,-2,neg
가슴이 갑갑할,-2,neg
가슴이 괴롭거나,-2,neg
가슴이 그득한,-2,neg
가슴이 답답하고,-2,neg
가슴이 답답하다,-2,neg
가슴이 답답하며,-2,neg
가슴이 답답하여,-1,neg
가슴이 답답한,-1,neg
가슴이 답답해진다,-1,neg
가슴이 아프다,-2,neg
가슴이 아픈,-2,neg
가슴이 울렁거리는,-2,neg
가슴이 울렁거리다,-2,neg
가슴이 찢어질,-2,neg
가습이 답답하고,-1,neg
가엽다,-1,neg
가엾게,-1,neg
가엾게 여겨,-1,neg
가엾게 여기다,-1,neg
가엾고,-1,neg
가엾고 불쌍하다,-2,neg
가엾고 불쌍하여,-2,neg
가엾고 불쌍한,-2,neg
가엾고 불쌍함,-2,neg
가엾고 애처롭다,-2,neg
가엾다,-1,neg
가운데에서 뛰어남,2,pos
가위눌리다,-1,neg
가음 아프고,-2,neg
가장 거룩한,2,pos
가장 뛰어나,2,pos
가장 뛰어난,2,pos
가장 올바르게,2,pos
가장 좋은,2,pos
가장 중요한,1,pos
가증맞다,-1,neg
가증스럽다,-1,neg
가지런하게 하는,1,pos
가지런하게 하다,1,pos
가지런하다,1,pos
가지런하지 아니하다,-1,neg
가지런하지 아니한,-1,neg
가짜,-2,neg
가책이 되어,-1,neg
가치,1,pos
가치 없는,-2,neg
가치 있는,2,pos
가치 있다,2,pos
가치가,1,pos
가치가 없다,-2,neg
가치가 없을,-2,neg
가치가 없이,-2,neg
가치가 있다,2,pos
가치를 믿다,2,pos
가치를 인정하다,2,pos
가치보다 비싼,-1,neg
가치없는,-2,neg
가치있는,1,pos
가치작거리는,-1,neg
가치작거리는 모양,-1,neg
가치작거리는 소리,-1,neg
가탈스럽다,-1,neg
가혹하게,-2,neg
가혹하게 착취하여,-2,neg
각근하지 못하여,-1,neg
각별나다,1,pos
각별하다,1,pos
간 장애,-2,neg
간 질환의,-1,neg
간드러진,2,pos
간드러진 느낌이,2,pos
간사스럽게,-1,neg
간사스럽게 행동하는,-1,neg
간사스럽게 행동하다,-1,neg
간사하고,-1,neg
간사하다,-1,neg
간사한,-1,neg
간사한 사람이나,-1,neg
간사한 짓을,-2,neg
간섭받고,-1,neg
간섭하거나,-1,neg
간섭하거나 방해하여,-1,neg
간섭하고,-1,neg
간섭하다,-1,neg
간섭하여,-1,neg
간신히 짜내는,-1,neg
간절하다,2,pos
간지러워서,-1,neg
간지럽게,-1,neg
간지럽고,-1,neg
간지럽고 자릿한,-1,neg
간직하다,1,pos
간직하지 아니하고,-1,neg
간질,-1,neg
간질간질하다,-1,neg
간질간질한,-1,neg
간질간질한 느낌,-1,neg
간편하거나,2,pos
간편하다,2,pos
갈강병균이,-1,neg
갈라서다,-1,neg
갈라지는 피부병,-1,neg
갈색굳음병,-1,neg
갈증이 나고,-1,neg
갈증이 심하게,-1,neg
갈팡질팡,-1,neg
갈팡질팡하다,-1,neg
갈팡질팡하며,-1,neg
갈피를 잡을 수 없다,-1,neg
갈피를 잡지 못하고,-1,neg
갈피를 잡지 못하고 이리저리 헤매는 모양,-1,neg
갈피를 잡지 못하는,-1,neg
갈피를 잡지 못하다,-1,neg
감각이 둔하고,-1,neg
감각이 마비되고,-1,neg
감각적이다,1,pos
감감히,-1,neg
감개무량하다,2,pos
감격,2,pos
감격성,2,pos
감격스럽다,2,pos
감격스레,2,pos
감격이,2,pos
감격적,2,pos
감격하다,2,pos
감격하여,2,pos
감금하여,-2,neg
감기,-1,neg
감기가,-1,neg
감기가 들어,-1,neg
감기나,-1,neg
감기나 천식,-1,neg
감기로,-1,neg
감기로 인하여,-1,neg
감당하다,1,pos
감동,2,pos
감동시킬,1,pos
감동시킬 만한,1,pos
감동을 받아,2,pos
감동을 일으킬,2,pos
감동을 주거나,2,pos
감동이,2,pos
감동이 되는,2,pos
감동이나,2,pos
감동이나 고마움을,2,pos
감동하는,2,pos
감동하다,2,pos
감동하여,2,pos
감동함,2,pos
감명되다,2,pos
감명적,2,pos
감명하다,2,pos
감모,1,pos
감미롭다,2,pos
감병,-1,neg
감복하다,2,pos
감복하여,2,pos
감사,2,pos
감사를 표하다,2,pos
감사하는,2,pos
감사하는 마음으로,2,pos
감사하다,2,pos
감싸고,1,pos
감싸고 달래다,0,neu
감옥,-1,neg
감옥에,-1,neg
감정 사납게,-1,neg
감정을 건드려,-1,neg
감정의 불화,-2,neg
감정이 거칠어져,-1,neg
감정이 북받쳐,1,pos
감칠맛이 있을,2,pos
감탄,2,pos
감탄스러울,2,pos
감탄스러울 때,2,pos
감탄스럽다,2,pos
감탄적으로,2,pos
감탄하다,2,pos
감탄할,2,pos
감탄할 때,2,pos
감회가 새롭거나,2,pos
감회에 젖음,2,pos
갑갑궁금하다,-1,neg
갑갑하고 궁금하다,-1,neg
갑갑하다,-1,neg
갑갑한,-1,neg
갑갑한 증상,-1,neg
갑갑할,-1,neg
갑갑할 정도로,-1,neg
갑분띠,-1,neg
갑분싸,-1,neg
갑자기 게우는,-1,neg
갑자기 놀라거나,-1,neg
갑자기 놀라서,-1,neg
갑자기 무섭거나,-1,neg
갑자기 분별없이,-1,neg
갑자기 서늘한,-1,neg
갑자기 서늘한서늘한 느낌이,-1,neg
갑자기 성을,-1,neg
갑자기 소란스럽게,-1,neg
갑자기 소름이,-1,neg
갑자기 어지러워,-1,neg
갑작스러워 두렵거나,-1,neg
갑작스럽게 화를,-1,neg
값을 매길 수 없을 만큼,2,pos
값진,2,pos
강간죄,-2,neg
강개무량,-2,neg
강개무량하다,-2,neg
강구하다,0,neu
강도가,-1,neg
강등하여,-1,neg
강렬하게,1,pos
강박,-1,neg
강박하여,-1,neg
강세,1,pos
강인하다,1,pos
강인한,2,pos
강제로,-1,neg
강제로 누르는,-1,neg
강제로 누르다,-2,neg
강제로 누름,-2,neg
강제로 빼앗는,-1,neg
강제로 빼앗다,-1,neg
강제로 빼앗아,-2,neg
강제로 빼앗음,-1,neg
강제로 요구하다,-1,neg
강제적으로,-2,neg
강추,2,pos
강탈,-2,neg
강탈하다,-2,neg
강퇴,-1,neg
강하게,1,pos
강하게 만들다,2,pos
강하게 하다,1,pos
강하고,1,pos
강하고 야무지게,2,pos
강하고 야무지다,2,pos
강하고 튼튼하게,2,pos
강하다,1,pos
강한 비판이나,-2,neg
강한 충격을,-1,neg
강화하다,1,pos
갖지 아니하게,-1,neg
갖추다,1,pos
갖추지 못한,-1,neg
같잖다,-1,neg
같잖아서,-1,neg
같잖아서 우스운,-1,neg
같잖은,-1,neg
같잖은 꼴로,-1,neg
갚지 않다,-1,neg
개가 무섭거나,-1,neg
개가 아프거나,-1,neg
개선,2,pos
개선 방도를,2,pos
개선하고,1,pos
개선하다,2,pos
개선함,2,pos
개성,1,pos
개성있는,1,pos
개성있다,1,pos
개운치 않거나,-1,neg
개운하게,2,pos
개운하고,2,pos
개운하고 시원한,2,pos
개운하고 홀가분해지다,2,pos
개운하다,2,pos
개운하지 않고,-1,neg
개으름을,-1,neg
개이득,2,pos
개짓하다,-2,neg
개회하다,0,neu
갠소,1,pos
갸륵한,1,pos
갸륵한 데가,1,pos
갸름하다,1,pos
거꾸러뜨리다,-1,neg
거꾸로 넘어지거나,-1,neg
거두지 못한,-1,neg
거드럭거드럭,-1,neg
거드럭거리다,-1,neg
거들먹거들먹,-1,neg
거들먹거들먹하다,-1,neg
거들먹거리다,-1,neg
거들먹대다,-1,neg
거들먹이다,-1,neg
거듭 따뜻이,2,pos
거듭 죄를,-1,neg
거뜬하다,2,pos
거래가 금지된,-1,neg
거룩한,2,pos
거룩한 모습,2,pos
거룩한 사람,2,pos
거리끼어,-1,neg
거리낌 없이,1,pos
거만스럽게,-2,neg
거만을,-2,neg
거만을 떠는,-2,neg
거만을 떨다,-2,neg
거만하게,-2,neg
거만하게 행동하는,-2,neg
거만하게 행동하다,-2,neg
거만하고,-2,neg
거만하다,-2,neg
거만한,-1,neg
거만한 태도로,-2,neg
거무스름한 피고름이,-1,neg
거볍게 까부는,-1,neg
거볍게 성을,-1,neg
거볍게 채신없이,-1,neg
거볍게 행동하거나,-1,neg
거볍게 행동하는,-1,neg
거볍게 행동하다,-1,neg
거볍고 온화하게,2,pos
거부감,-2,neg
거부감 없이,2,pos
거부하거나,-2,neg
거부하다,-1,neg
거북스럽게,-2,neg
거북스럽게 저는,-2,neg
거북스럽게 절다,-2,neg
거북하거나,-2,neg
거북하거나 괴로움,-2,neg
거북하거나 괴롭다,-2,neg
거북하거나 더럽고,-2,neg
거북하게,-2,neg
거북하고,-2,neg
거북하고 불편한,-2,neg
거북하고 주체스럽게,-2,neg
거북하다,-2,neg
거북한,-2,neg
거북한 모양,-2,neg
거북한 상태로,-2,neg
거북한 소리가,-2,neg
거북할,-2,neg
거북할 만큼,-2,neg
거세고,-1,neg
거세고 급하다,-1,neg
거슬려,-1,neg
거슬려 불쾌하다,-2,neg
거슬리거나,-1,neg
거슬리거나 마음이,-1,neg
거슬리게,-1,neg
거슬리게 싫다,-1,neg
거슬리는,-1,neg
거슬리는 느낌이,-1,neg
거슬리다,-1,neg
거슬림이 없이,2,pos
거역하다,-1,neg
거역함,-1,neg
거의 없다,-1,neg
거절하거나,-2,neg
거절하거나 싫다는,-2,neg
거절하다,-2,neg
거짓,-2,neg
거짓 없다,1,pos
거짓말,-2,neg
거짓말을,-1,neg
거짓없다,1,pos
거짓으로,-1,neg
거짓으로 감정이나,-1,neg
거짓으로 꾸며서,-1,neg
거짓으로 꾸미는,-1,neg
거짓으로 꾸미다,-1,neg
거짓으로 꾸민,-1,neg
거짓으로 속이다,-1,neg
거짓으로 속임,-1,neg
거짓을 버리고,2,pos
거짓이 없고,2,pos
거짓이 없다,2,pos
거짓이 없이,2,pos
거짓이나,-1,neg
거추장스러워서,-1,neg
거추장스러워서 거슬리거나,-1,neg
거추장스럽거나,-1,neg
거추장스럽거나 성가시어,-1,neg
거추장스럽게,-1,neg
거추장스럽게 걸리거나,-1,neg
거추장스럽다,-1,neg
거추장스레,-1,neg
거치적거리는,-1,neg
거치적거리는 소리,-1,neg
거치적거치적,-1,neg
거치적거치적하다,-1,neg
거친,-2,neg
거친 데가,-2,neg
거친 말로,-2,neg
거친 모양,-2,neg
거친 목소리로,-2,neg
거친 성질이나,-2,neg
거친 소리가,-2,neg
거칠거나 사납게,-2,neg
거칠게,-2,neg
거칠게 나는,-2,neg
거칠게 된,-1,neg
거칠게 말다툼하다,-2,neg
거칠게 말함,-2,neg
거칠게 몰아쉬는,-2,neg
거칠게 몰아쉬다,-2,neg
거칠게 소리가,-2,neg
거칠게 쉬는,-2,neg
거칠게 울려,-2,neg
거칠게 일다,-2,neg
거칠게 잇따라,-2,neg
거칠게 행동하는,-1,neg
거칠게 행동하다,-2,neg
거칠고,-2,neg
거칠고 가쁘게,-2,neg
거칠고 격한,-2,neg
거칠고 깔끄럽게,-2,neg
거칠고 껄끄럽게,-2,neg
거칠고 나쁘다,-2,neg
거칠고 무뚝뚝하다,-2,neg
거칠고 사나우며,-2,neg
거칠고 세차다,-2,neg
거칠고 심하다,-2,neg
거칠고 험하게,-2,neg
거칠고 험한,-2,neg
거칠다,-2,neg
거칠면서,-2,neg
거칠면서 가쁘고,-2,neg
거칠어져,-2,neg
거침새가 없고,2,pos
거침없이,1,pos
거침이 없는,1,pos
걱정,-2,neg
걱정 같은,-1,neg
걱정 따위로,-1,neg
걱정 없이,2,pos
걱정거리,-1,neg
걱정과,-1,neg
걱정과 근심,-1,neg
걱정되거나,-1,neg
걱정스러워서,-1,neg
걱정스럽거나,-1,neg
걱정스럽거나 조바심이,-1,neg
걱정스럽다,-1,neg
걱정으로,-1,neg
걱정을,-1,neg
걱정이,-1,neg
걱정이 되거나,-1,neg
걱정이 되는,-1,neg
걱정이 되어,-1,neg
걱정이 없고,2,pos
걱정이 없는,1,pos
걱정이나,-1,neg
걱정이나 근심,-1,neg
걱정이나 근심에,-1,neg
걱정이나 언짢은,-2,neg
걱정인 해를,-1,neg
걱정하기는,-1,neg
걱정하기는 하나,-1,neg
걱정하는,-1,neg
걱정하는 게,-1,neg
걱정하다,-1,neg
건강에 긍정적인,1,pos
건강에 좋은,2,pos
건강에 해로운,-2,neg
건강하고,2,pos
건강하고 온전하다,2,pos
건강하고 온전한,2,pos
건강하다,2,pos
건강하여,2,pos
건강하여 아름다운,2,pos
건강하지 못하다,-1,neg
건강한,2,pos
건달처럼,-1,neg
건둥건둥,1,pos
건둥건둥하다,1,pos
건둥반둥하다,-1,neg
건드려 귀찮게,-1,neg
건들거리고,-1,neg
건들거리고 벙글거리며,-1,neg
건들건들,-1,neg
건들건들 지내다,-1,neg
건들대다,-1,neg
건망증이,-1,neg
건망증이 심하며,-1,neg
건방져,-2,neg
건방지게,-2,neg
건방지게 행동하다,-2,neg
건방지네,-2,neg
건방지다,-2,neg
건방지며,-2,neg
건방진,-1,neg
건방짐,-2,neg
건성 기침,-1,neg
건성으로,-1,neg
건성으로 묻다,-1,neg
건장하다,2,pos
건장한,2,pos
건장한 모양,2,pos
건전하고,2,pos
건전하고 착실한,2,pos
건전하지 못하고,-1,neg
건전하지 못한,-1,neg
건전하지 아니하게,-1,neg
건전한,2,pos
건전함,2,pos
건정히,2,pos
걷지 못하고,-1,neg
걷지 못하는,-1,neg
걸리거나,-1,neg
걸리거나 막히는,-1,neg
걸리다,-1,neg
걸리적대다,-1,neg
걸핏하면,-1,neg
검사에 불합격한,-2,neg
검소하다,1,pos
검소한,2,pos
검은 티끌이라는,-1,neg
검질기게 구는,-1,neg
검질기게 굴다,-1,neg
겁,-1,neg
겁나게,-1,neg
겁나게 하기,-1,neg
겁나다,-1,neg
겁내다,-1,neg
겁에,-1,neg
겁에 지리다,-2,neg
겁에 질려,-2,neg
겁에 질려서,-2,neg
겁에 질리거나,-2,neg
겁을,-1,neg
겁을 내거나,-1,neg
겁을 내다,-1,neg
겁을 먹거나,-1,neg
겁을 먹어,-1,neg
겁을 주며,-1,neg
겁이 나거나,-1,neg
겁이 나서,-1,neg
겁이 많고,-2,neg
겁이 많다,-2,neg
겁이 많아,-2,neg
겁이 많은,-2,neg
겁이 많음,-2,neg
겁자기 부서지거나,-1,neg
겁쟁이,-2,neg
것같이 아프다,-1,neg
것보다 낫다,2,pos
것을 샘하여,-1,neg
것을 짓밟다,-1,neg
것이 거북하거나,-1,neg
것이 깨끗하고,2,pos
것이 해결되어,2,pos
겉만 그럴듯한,-1,neg
겉면이 매끄럽고,1,pos
겉모양의 아름다움과,1,pos
겉치레,-1,neg
게걸스럽게,-2,neg
게걸스럽게 돌아다니는,-2,neg
게걸스럽게 돌아다니다,-2,neg
게우는,-1,neg
게우는 소리,-1,neg
게우는 소리가,-1,neg
게울,-1,neg
게울 듯이,-1,neg
게워,-1,neg
게워 내는,-1,neg
게워 내다,-1,neg
게으르거나,-1,neg
게으르게,-1,neg
게으르게 놀며,-1,neg
게으르게 행동하는,-1,neg
게으르게 행동하다,-1,neg
게으르고,-1,neg
게으르다,-1,neg
게으름,-1,neg
게으름을,-1,neg
게으름을 피우며,-1,neg
게으름이,-1,neg
게으름이 나는,-1,neg
게으름이나,-1,neg
게으름이나 싫증,-1,neg
게을러빠지다,-2,neg
게을러터지다,-2,neg
게을리하지 않고,2,pos
겐트위한,-1,neg
겨를이 없음,-1,neg
겨우 빠듯하게,-1,neg
겨우겨우,-1,neg
겨우겨우 살기를,-1,neg
겨운,-1,neg
겨운 일에,-1,neg
격노,-2,neg
격노하다,-2,neg
격동시키다,0,neu
격려되다,1,pos
격려하다,1,pos
격분,-2,neg
격분하다,-2,neg
격식에 맞아,1,pos
격식을 갖추지 않고,-1,neg
격에 어울리지,-1,neg
격하게,-2,neg
격하게 되다,-2,neg
격하다,0,neu
격하시키다,-2,neg
격한,-2,neg
격한 감정이,-2,neg
격한 기운이,-2,neg
격한 느낌이,-2,neg
겪거나 불쌍한,-1,neg
견고하다,1,pos
견디기 어렵게,-2,neg
견디기가 어려울,-2,neg
견디어 내다,1,pos
견딜 수 없는,-2,neg
견줄 수 없을 정도로,1,pos
결기가,-1,neg
결기가 나다,-1,neg
결단성 없다,-1,neg
결단성 없이,-1,neg
결단성이 없고,-1,neg
결단성이 없다,-1,neg
결단을 못 내리는,-1,neg
결딴날,-2,neg
결딴날 듯이,-2,neg
결막염,-1,neg
결석,-2,neg
결석하다,-2,neg
결심 없이,-1,neg
결점,-1,neg
결점이 없도록,1,pos
결정을 못하고,-1,neg
결정하지 못하고,-1,neg
결정하지 못하는,-1,neg
결정하지 못하다,-1,neg
결정하지 못함,-1,neg
결핍,-2,neg
결핍증,-2,neg
결함,-1,neg
결함을,-1,neg
결함을 드러내어,-1,neg
결함을 들추어,-1,neg
결함을 풍자하였다,-1,neg
결함이 없이,2,pos
결함이 있다,-1,neg
결함이나,-1,neg
결함이나 잘못,-1,neg
결함이나 잘못에,-1,neg
결핵,-1,neg
겸손하게,1,pos
겸손하게 이르는,1,pos
겸손하고,1,pos
겸손하고 예의,2,pos
겸손하고 예의 바른,2,pos
겸손하다,2,pos
겸손한,2,pos
겸연쩍고,-1,neg
겸연쩍다,-1,neg
겹거나,-2,neg
겹게,-2,neg
겹게 여기다,-2,neg
경건하다,2,pos
경건한,1,pos
경련,-1,neg
경련을 일으키다,-2,neg
경련이,-1,neg
경련이 일어나,-2,neg
경망스러우며,-1,neg
경망스러우며 추잡하다,-2,neg
경망스러운,-1,neg
경망스러운 여자를,-1,neg
경망스럽게,-1,neg
경망스럽게 까부는,-1,neg
경망스럽게 내어,-1,neg
경망스럽게 내흔들거나,-2,neg
경망스럽게 놀려,-1,neg
경망스럽게 덤비며,-1,neg
경망스럽게 떠벌리는,-1,neg
경망스럽게 이리저리,-1,neg
경망스럽게 추켰다,-1,neg
경망스럽게 행동하는,-1,neg
경망스럽게 행동하다,-1,neg
경망스럽고,-1,neg
경망스럽고 가볍게,-1,neg
경망스럽고 방정맞은,-1,neg
경망스럽다,-2,neg
경망하게,-1,neg
경망하게 행동하는,-1,neg
경망하게 행동하다,-1,neg
경망한,-1,neg
경망한 짓,-1,neg
경멸,-2,neg
경멸하다,-2,neg
경멸히,-2,neg
경멸히 여겨,-2,neg
경박스럽게,-1,neg
경박스럽게 함부로,-2,neg
경박하게,-1,neg
경박하다,-1,neg
경박한,-1,neg
경박한 행동을,-1,neg
경사스러운,2,pos
경사스러운 일을,2,pos
경상,-2,neg
경솔하게,-1,neg
경솔하게 까부는,-1,neg
경솔하게 말하며,-1,neg
경솔하게 행동하는,-1,neg
경솔하게 행동하다,-1,neg
경솔하게 행동하여,-1,neg
경솔하고,-1,neg
경솔하고 방정맞게,-2,neg
경솔하다,-1,neg
경솔한,-1,neg
경솔한 모양,-1,neg
경이로운,2,pos
경이롭다,2,pos
경치 좋은,2,pos
경치가 뛰어나거나,2,pos
경치가 맑고,2,pos
경치가 아름다움을,2,pos
경치가 아름답다,2,pos
경치가 좋거나,2,pos
경치도 좋음,2,pos
경치를 즐기는,2,pos
경쾌하다,2,pos
경험이 많고,1,pos
경험이 적거나,-1,neg
경황이 없어,-1,neg
계급을 올림,2,pos
계급이 오름,2,pos
계속 게워,-1,neg
계속 공허하다,-1,neg
계속 공허한,-1,neg
계속 까부는,-1,neg
계속 까불다,-1,neg
계속 놀리다,-1,neg
계속 다투다,-1,neg
계속 떠들어,-1,neg
계속 밉살스럽게,-1,neg
계속 부정하다,-2,neg
계속 불평을,-2,neg
계속 서운하다,-1,neg
계속 서운한,-1,neg
계속 성을,-1,neg
계속 아첨하는,-1,neg
계속 어지럽고,-1,neg
계속 쩔쩔매거나,-1,neg
계속 토할,-1,neg
계속 헤프게,-1,neg
계속 흥겹게,2,pos
고결 함,2,pos
고결한 풍채를,2,pos
고귀한,2,pos
고귀한 사람,2,pos
고급,2,pos
고급스럽다,2,pos
고급지다,2,pos
고까워하는,-1,neg
고까워하는 데가,-1,neg
고까워하는 태도가,-1,neg
고까워하는 태도를,-1,neg
고난,-2,neg
고단하다,-2,neg
고단하여,-2,neg
고달프다,-2,neg
고도화,-2,neg
고도화되다,-2,neg
고되다,-2,neg
고르고,2,pos
고르고 반듯하게,2,pos
고르고 야무지다,2,pos
고르다,2,pos
고르지 못하거나,-1,neg
고르지 못한,-1,neg
고르지 아니하게,-1,neg
고르지 아니하고,-1,neg
고르지 않고,-1,neg
고름,-1,neg
고름이 나오는,-1,neg
고름이 생기는,-1,neg
고름이 생기다,-1,neg
고름집,-1,neg
고리게,-1,neg
고마운,2,pos
고마운 마음,2,pos
고마운 마음이,2,pos
고마움,2,pos
고마움을,2,pos
고마움을 깊이,2,pos
고마움을 나타내거나,2,pos
고마움을 나타내는,2,pos
고마워하다,2,pos
고맙게,2,pos
고맙게 베풀어,2,pos
고맙게 여기는,2,pos
고맙게 여기다,2,pos
고맙게 여김,2,pos
고맙다,2,pos
고백,2,pos
고부라지거나,0,neu
고부라지거나 비틀어지며,0,neu
고분고분하게,2,pos
고분고분하고,2,pos
고분고분하고 온순하게,2,pos
고분고분하고 온순하다,2,pos
고분고분하다,2,pos
고분고분하지 못하고,-1,neg
고비를,-1,neg
고상하고,1,pos
고상하다,2,pos
고상한,2,pos
고상한 기질과,2,pos
고상한 남자,1,pos
고상한 이야기,1,pos
고상한 인품을,2,pos
고상한 풍채,2,pos
고생스러운,-2,neg
고생을,-1,neg
고생을 격다,-1,neg
고생을 하다,-1,neg
고생이나,-1,neg
고생하거나,-1,neg
고생하거나 두려워하여,-2,neg
고생하다,-1,neg
고성능,2,pos
고소 공포증,-1,neg
고약하게,-2,neg
고약하다,-2,neg
고약함,-2,neg
고약해서,-2,neg
고열,-1,neg
고열 따위로,-1,neg
고요하게,1,pos
고요하게 함,1,pos
고요하고,1,pos
고요하고 아름다운,2,pos
고요함,1,pos
고요해짐,1,pos
고운,2,pos
고운 빛깔,2,pos
고움,2,pos
고자질함,-1,neg
고작,-1,neg
고장나다,-1,neg
고지혈증,-1,neg
고질병,-1,neg
고집,-1,neg
고집스레,-1,neg
고집스레 싫다고,-1,neg
고집을,-1,neg
고집을 부리거나,-1,neg
고집을 부리는,-1,neg
고집을 부림,-1,neg
고집이,-1,neg
고집이 세어,-1,neg
고집이 센,-1,neg
고집이 있는,-1,neg
고쳐,1,pos
고쳐 세우다,1,pos
고쳐 지음,1,pos
고쳐 짓다,1,pos
고충,-2,neg
고치기 어려운,-1,neg
고치긱 어려운,-1,neg
고치다,1,pos
고치어 바로잡다,2,pos
고타분히,-1,neg
고통,-2,neg
고통스러운,-2,neg
고통스러운 상태,-2,neg
고통스러운 일이나,-2,neg
고통스럽거나,-2,neg
고통스럽게,-2,neg
고통스럽게 일함,-2,neg
고통스럽다,-2,neg
고통을,-2,neg
고통을 당하여,-2,neg
고통을 이른다,-2,neg
고통을 주다,-2,neg
고통을 주며,-2,neg
고통이,-2,neg
고통이 지속되는,-2,neg
고통이나,-2,neg
고통이나 곤란에,-2,neg
고통이나 시달림으로,-2,neg
고통이나 어려운,-2,neg
고통이라는,-2,neg
고통이라는 뜻으로,-2,neg
고품질,2,pos
고한,-2,neg
고함,-1,neg
고함을 지르면서,-1,neg
고혈압,-1,neg
곤궁하고,-2,neg
곤궁하다,-2,neg
곤궁하여,-1,neg
곤궁함,-1,neg
곤란에,-1,neg
곤란에 대하여,-1,neg
곤란이나,-1,neg
곤란이나 시련이,-1,neg
곤란하게,-1,neg
곤란하게 되다,-1,neg
곤란하다,-1,neg
곤란하여 지는,-1,neg
곤란한,-1,neg
곤란한 병,-1,neg
곤란한 사정을,-1,neg
곤란한 상태를,-1,neg
곤장으로 치던,-1,neg
곤혹스러운,-2,neg
곤혹스럽다,-2,neg
곧게,1,pos
곧게 되다,1,pos
곧고,1,pos
곧고 올바름,1,pos
곧다,1,pos
곧바르지 아니하고,-1,neg
곧잘 흥분하는,-1,neg
곧장 나아가다,1,pos
곧지 못하고,-1,neg
골골 앓아서,-2,neg
골나다,-2,neg
골똘하게,0,neu
골리는,-2,neg
골리는 짓,-2,neg
골이 나게,-2,neg
곪느라고,-1,neg
곪느라고 쑤시다,-1,neg
곯려 주다,-1,neg
곯리거나,-1,neg
곯아서,-1,neg
